PRIMARY_KEY,DATE,TIME,CONFIDENCE,IDENTITY,CLASSIFIED
"111503","2021-10-13","12:29:12","0.977328","608","0",\N
"122194","2021-10-14","17:26:45","0.977773","2000","0",\N
"5498","2021-08-24","08:32:26","0.979079","292","0",\N
"35603","2021-08-30","16:36:44","0.976719","217","0",\N
"151550","2021-11-02","14:06:02","0.98707","798","0",\N
"140837","2021-10-25","09:42:26","0.934075","1720","0",\N
"106944","2021-10-11","17:03:43","0.966798","1163","0",\N
"87720","2021-10-04","18:12:11","0.986103","847","0",\N
"92601","2021-10-05","14:33:43","0.994524","1158","0",\N
"64147","2021-09-21","10:46:10","0.987074","1235","0",\N
"103240","2021-10-06","16:11:41","0.957322","2479","0",\N
"84471","2021-10-01","17:18:00","0.969655","7","0",\N
"156681","2021-12-05","14:32:29","0.902867","947","0",\N
"128020","2021-10-18","17:19:46","0.926313","135","0",\N
"160664","2021-12-07","11:33:34","0.924167","1123","0",\N
"158471","2021-12-06","09:52:20","0.961927","1454","0",\N
"144519","2021-10-25","11:35:02","0.940713","3293","0",\N
"11446","2021-08-24","09:59:44","0.994849","1442","0",\N
"148906","2021-10-29","09:47:39","0.944591","568","0",\N
"138238","2021-10-25","09:00:24","0.963701","611","0",\N
"137058","2021-10-25","08:24:47","0.970201","242","0",\N
"123487","2021-10-15","13:57:59","0.948048","322","0",\N
"139127","2021-10-25","09:13:12","0.95843","782","0",\N
"50981","2021-09-18","17:23:28","0.989488","904","0",\N
"30246","2021-08-29","15:06:50","0.990818","895","0",\N
"107150","2021-10-11","17:10:11","0.971672","1264","0",\N
"67013","2021-09-21","11:58:03","0.987841","1895","0",\N
"140790","2021-10-25","09:41:44","0.953917","1720","0",\N
"150076","2021-10-29","10:14:21","0.928276","1115","0",\N
"14951","2021-08-24","17:59:47","0.952223","299","0",\N
"54540","2021-09-19","17:24:18","0.992256","1435","0",\N
"78556","2021-09-22","17:50:37","0.940544","398","0",\N
"73106","2021-09-21","14:50:12","0.928883","3541","0",\N
"32959","2021-08-30","07:46:43","0.904167","129","0",\N
"98288","2021-10-06","10:27:30","0.907186","797","0",\N
"147971","2021-10-29","09:13:09","0.95008","230","0",\N
"35053","2021-08-30","16:28:59","0.974948","116","0",\N
"91568","2021-10-05","13:46:00","0.994049","1003","0",\N
"157373","2021-12-05","15:52:12","0.985475","2508","0",\N
"43671","2021-09-02","08:03:40","0.902866","23","0",\N
"135807","2021-10-24","16:29:38","0.909769","707","0",\N
"147788","2021-10-29","09:04:06","0.986052","139","0",\N
"98418","2021-10-06","10:29:09","0.962853","804","0",\N
"65045","2021-09-21","11:04:49","0.944584","1341","0",\N
"126763","2021-10-15","16:19:18","0.939011","1025","0",\N
"135219","2021-10-23","17:28:18","0.986288","1053","0",\N
"117544","2021-10-14","13:04:37","0.974602","943","0",\N
"151225","2021-11-02","11:52:27","0.926433","212","0",\N
"92257","2021-10-05","14:07:55","0.930552","1052","0",\N
"137092","2021-10-25","08:25:24","0.924602","242","0",\N
"112648","2021-10-13","16:58:30","0.900533","249","0",\N
"46297","2021-09-10","12:25:13","0.959784","938","0",\N
"52105","2021-09-19","14:37:19","0.985244","253","0",\N
"46200","2021-09-10","11:51:18","0.948405","892","0",\N
"7697","2021-08-24","09:07:00","0.984885","852","0",\N
"140880","2021-10-25","09:42:55","0.966208","1720","0",\N
"35235","2021-08-30","16:32:24","0.971903","199","0",\N
"22008","2021-08-26","09:21:13","0.964821","1099","0",\N
"48202","2021-09-11","18:06:09","0.916594","941","0",\N
"7314","2021-08-24","09:03:37","0.905551","781","0",\N
