PRIMARY_KEY,DATE,TIME,CONFIDENCE,IDENTITY,CLASSIFIED,SPECIES
"16156","2021-08-25","17:30:52","0.927657","28","1","House Finch (female)"
"3527","2021-08-24","08:04:55","0.985313","2","1","Mourning Dove"
"2621","2021-08-24","07:45:43","0.980579","132","1","White-breasted Nuthatch"
"16095","2021-08-25","17:19:47","0.92473","32","1","Mourning Dove"
"18148","2021-08-26","08:04:50","0.967175","133","1","Mourning Dove"
"17226","2021-08-25","19:04:44","0.991691","4","1","Ruby-throated Hummingbird"
"27290","2021-08-29","13:09:17","0.923551","533","1","House Sparrow (female)"
"7182","2021-08-24","09:01:23","0.960373","731","1","Red-winged Blackbird (female)"
"28058","2021-08-29","13:26:57","0.996761","626","1","Mourning Dove"
"15614","2021-08-24","18:30:37","0.906396","616","1","House Sparrow (female)"
"20259","2021-08-26","08:45:02","0.953298","644","1","Ruby-throated Hummingbird"
"1001","2021-08-23","18:33:36","0.993907","426","1","Song Sparrow"
"26702","2021-08-29","12:21:07","0.995166","193","1","Mourning Dove"
"4949","2021-08-24","08:26:34","0.976447","257","1","Ruby-throated Hummingbird"
"21645","2021-08-26","09:16:39","0.943071","1099","1","House Sparrow (female)"
"11326","2021-08-24","09:58:37","0.92739","1408","1","Mourning Dove"
"25515","2021-08-28","18:45:11","0.923862","1","1","House Sparrow (female)"
"13183","2021-08-24","10:24:59","0.92973","1764","1","Eastern Bluebird"
"15567","2021-08-24","18:29:46","0.949673","615","1","House Sparrow (female)"
"29412","2021-08-29","14:40:35","0.97386","815","1","Mourning Dove"
"32356","2021-08-30","07:35:11","0.929864","69","1","House Sparrow (female)"
"11761","2021-08-24","10:03:19","0.980837","1461","1","Ruby-throated Hummingbird"
"20236","2021-08-26","08:44:45","0.984933","644","1","House Sparrow (female)"
"9412","2021-08-24","09:25:43","0.961607","1177","1","White-breasted Nuthatch"
"17710","2021-08-26","07:56:40","0.930436","107","1","Mourning Dove"
"10999","2021-08-24","09:53:39","0.912426","1392","1","Mourning Dove"
"15769","2021-08-24","18:33:38","0.911204","616","1","Mourning Dove"
"35902","2021-08-30","17:09:08","0.953882","468","1","Mourning Dove"
"31530","2021-08-29","17:38:36","0.970581","1852","1","House Sparrow (female)"
"19788","2021-08-26","08:39:30","0.963493","598","1","Mourning Dove"
"23952","2021-08-26","10:31:24","0.923167","1889","1","House Sparrow (female)"
"434","2021-08-23","18:13:16","0.959395","125","1","Ruby-throated Hummingbird"
"21981","2021-08-26","09:20:52","0.900671","1099","1","House Sparrow (male)"
"10478","2021-08-24","09:37:20","0.959182","1236","1","Ruby-throated Hummingbird"
"23140","2021-08-26","10:05:37","0.926824","1567","1","Ruby-throated Hummingbird"
"36703","2021-09-01","09:11:35","0.953268","121","1","House Sparrow (female)"
"8479","2021-08-24","09:15:06","0.905195","781","1","Mourning Dove"
"10176","2021-08-24","09:33:18","0.944959","1181","1","House Sparrow (male)"
"32680","2021-08-30","07:38:35","0.973179","86","1","House Sparrow (female)"
"25130","2021-08-28","18:23:09","0.951551","102","1","House Sparrow (female)"
"26924","2021-08-29","12:47:36","0.90624","331","1","Brown-headed Cowbird (female or juvenile)"
"11771","2021-08-24","10:03:28","0.925602","1461","1","House Sparrow (female)"
"7276","2021-08-24","09:03:13","0.980402","832","1","House Sparrow (female)"
"18131","2021-08-26","08:04:34","0.968532","133","1","Ruby-throated Hummingbird"
"20643","2021-08-26","08:51:32","0.92749","663","1","Ruby-throated Hummingbird"
"8997","2021-08-24","09:19:21","0.959078","1054","1","Mourning Dove"
"12793","2021-08-24","10:20:51","0.993193","1663","1","Ruby-throated Hummingbird"
"4526","2021-08-24","08:19:43","0.963907","37","1","House Sparrow (female)"
"20370","2021-08-26","08:46:40","0.927119","663","1","Mourning Dove"
"30880","2021-08-29","16:44:52","0.992391","1330","1","House Sparrow (female)"
"30189","2021-08-29","15:06:06","0.975819","893","1","Mourning Dove"
"26779","2021-08-29","12:23:02","0.992215","260","1","Mourning Dove"
"26998","2021-08-29","12:59:30","0.983913","439","1","House Sparrow (female)"
"31178","2021-08-29","16:50:09","0.986983","1391","1","Mourning Dove"
"21348","2021-08-26","09:07:38","0.947339","1010","1","Eastern Bluebird"
"9344","2021-08-24","09:23:26","0.974669","1103","1","Ruby-throated Hummingbird"
"35843","2021-08-30","16:39:23","0.953607","348","1","Carolina Chickadee"
"16821","2021-08-25","18:11:56","0.962485","325","1","House Sparrow (female)"
"345","2021-08-23","18:10:41","0.991696","110","1","Ruby-throated Hummingbird"
"26220","2021-08-29","12:08:00","0.989328","125","1","White-breasted Nuthatch"
"21924","2021-08-26","09:20:07","0.939653","1215","1","House Sparrow (female)"
"37590","2021-09-01","10:09:54","0.93057","823","1","Mourning Dove"
"18122","2021-08-26","08:04:24","0.924895","232","1","House Sparrow (female)"
"26239","2021-08-29","12:08:10","0.996413","119","1","Mourning Dove"
"12870","2021-08-24","10:21:22","0.911922","1772","1","House Sparrow (female)"
"7248","2021-08-24","09:02:45","0.984095","786","1","Dark-eyed Junco"
"24796","2021-08-28","17:45:42","0.939484","4","1","Carolina Wren"
"32515","2021-08-30","07:37:10","0.941178","86","1","Mourning Dove"
"33253","2021-08-30","08:21:17","0.996182","294","1","House Sparrow (female)"
"6908","2021-08-24","08:57:06","0.998249","642","1","House Sparrow (female)"
"21530","2021-08-26","09:11:58","0.990425","1029","1","House Sparrow (female)"
"601","2021-08-23","18:17:32","0.953778","221","1","White-breasted Nuthatch"
"18952","2021-08-26","08:20:58","0.965752","330","1","Mourning Dove"
"33801","2021-08-30","08:37:52","0.922196","467","1","White-breasted Nuthatch"
"17435","2021-08-26","07:51:31","0.953676","3","1","Mourning Dove"
"29359","2021-08-29","14:39:52","0.977649","815","1","Mourning Dove"
"12581","2021-08-24","10:18:22","0.979611","1667","1","House Sparrow (male)"
"36672","2021-09-01","09:10:43","0.966947","114","1","Red-Bellied Woodpecker"
"11567","2021-08-24","10:00:44","0.948269","1461","1","Song Sparrow"
"23006","2021-08-26","09:59:23","0.915267","1444","1","House Sparrow (female)"
"10813","2021-08-24","09:51:16","0.906252","1341","1","White-breasted Nuthatch"
"19212","2021-08-26","08:24:11","0.975011","406","1","Ruby-throated Hummingbird"
"1179","2021-08-23","18:36:01","0.935365","454","1","Ruby-throated Hummingbird"
"21986","2021-08-26","09:20:56","0.913298","1209","1","Mourning Dove"
"24000","2021-08-26","10:38:32","0.985515","1922","1","House Sparrow (female)"
"31710","2021-08-29","18:21:49","0.98441","1945","1","Mourning Dove"
"7274","2021-08-24","09:03:11","0.954037","837","1","House Sparrow (female)"
"37690","2021-09-01","10:14:11","0.958787","822","1","Mourning Dove"
"14791","2021-08-24","17:57:52","0.930305","314","1","Ruby-throated Hummingbird"
"18680","2021-08-26","08:16:19","0.992095","285","1","Mourning Dove"
"12278","2021-08-24","10:09:25","0.965252","1586","1","House Sparrow (male)"
"16557","2021-08-25","17:59:49","0.950592","287","1","Mourning Dove"
"469","2021-08-23","18:14:20","0.996933","118","1","Ruby-throated Hummingbird"
"8591","2021-08-24","09:16:02","0.990326","781","1","House Sparrow (female)"
"37719","2021-09-01","10:14:49","0.982184","822","1","Mourning Dove"
"3009","2021-08-24","07:50:31","0.97226","227","1","House Sparrow (male)"
"29379","2021-08-29","14:40:05","0.956362","815","1","Mourning Dove"
"31557","2021-08-29","17:38:59","0.951336","1829","1","House Sparrow (female)"
"20659","2021-08-26","08:51:50","0.902994","663","1","Ruby-throated Hummingbird"
"15847","2021-08-24","18:34:37","0.910919","616","1","Mourning Dove"
"13074","2021-08-24","10:23:31","0.91133","1764","1","House Sparrow (male)"
"2555","2021-08-24","07:44:51","0.999052","94","1","Mourning Dove"
"21190","2021-08-26","09:03:08","0.938084","1002","1","Ruby-throated Hummingbird"
"1716","2021-08-23","18:48:55","0.970684","667","1","House Sparrow (female)"
"23874","2021-08-26","10:29:53","0.934699","1889","1","House Sparrow (female)"
"10000","2021-08-24","09:30:56","0.967999","1202","1","House Sparrow (male)"
"17503","2021-08-26","07:52:04","0.954816","3","1","House Sparrow (female)"
"7730","2021-08-24","09:07:21","0.939451","781","1","Mourning Dove"
"16312","2021-08-25","17:34:33","0.959264","27","1","House Sparrow (female)"
"19720","2021-08-26","08:37:54","0.958992","547","1","Mourning Dove"
"34442","2021-08-30","09:09:57","0.967094","820","1","Mourning Dove"
"6757","2021-08-24","08:55:50","0.997648","642","1","House Sparrow (female)"
"31168","2021-08-29","16:50:04","0.992334","1391","1","Mourning Dove"
"8571","2021-08-24","09:15:53","0.917729","1017","1","Ruby-throated Hummingbird"
"30041","2021-08-29","15:01:30","0.966436","882","1","Mourning Dove"
"1671","2021-08-23","18:47:24","0.950237","606","1","American Goldfinch"
"10864","2021-08-24","09:51:47","0.972965","1349","1","House Sparrow (male)"
"453","2021-08-23","18:14:00","0.956572","154","1","Eastern Bluebird"
"20572","2021-08-26","08:49:09","0.910552","595","1","Ruby-throated Hummingbird"
"7305","2021-08-24","09:03:33","0.914989","835","1","Ruby-throated Hummingbird"
"5199","2021-08-24","08:30:18","0.983894","338","1","Mourning Dove"
"37802","2021-09-01","10:28:20","0.929798","906","1","White-breasted Nuthatch"
"12354","2021-08-24","10:10:18","0.985207","1555","1","House Sparrow (male)"
"24264","2021-08-26","10:52:14","0.917842","2042","1","House Sparrow (female)"
"5171","2021-08-24","08:30:01","0.944739","294","1","Common Grackle"
"26793","2021-08-29","12:23:15","0.932799","260","1","Mourning Dove"
"2445","2021-08-24","07:43:48","0.928295","108","1","Mourning Dove"
"7618","2021-08-24","09:06:13","0.994886","837","1","House Sparrow (female)"
"354","2021-08-23","18:10:55","0.952897","110","1","Red-winged Blackbird (female)"
"24384","2021-08-26","11:48:22","0.956532","2656","1","House Sparrow (male)"
"28995","2021-08-29","14:19:14","0.921125","793","1","Ruby-throated Hummingbird"
"14721","2021-08-24","17:56:58","0.914609","295","1","House Sparrow (female)"
"36150","2021-08-30","17:21:11","0.990841","590","1","Mourning Dove"
"5342","2021-08-24","08:31:28","0.918814","362","1","House Sparrow (female)"
"14705","2021-08-24","17:56:52","0.996432","295","1","House Sparrow (female)"
"24219","2021-08-26","10:50:40","0.953364","2039","1","Ruby-throated Hummingbird"
